uCount,uAvg,gCount,gAvg,rCount,rAvg,iCount,iAvg,zCount,zAvg
260561128,23.3287118007563,260560429,22.2160686537185,260561511,21.1339939722563,260560369,20.4048358883097,260561329,19.8842031725565
